key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,Name,Announce,HowToPagePC[0],HowToPagePC[1],HowToPagePC[2],HowToPagePC[3],HowToPagePC[4],HowToPageController[0],HowToPageController[1],HowToPageController[2],HowToPageController[3],HowToPageController[4],Category,Sort
int32,str,bit&01,HowToPage,HowToPage,HowToPage,HowToPage,HowToPage,HowToPage,HowToPage,HowToPage,HowToPage,HowToPage,HowToCategory,byte
0,"",False,0,0,0,0,0,0,0,0,0,0,0,0
1,"移動やカメラの操作をしてみよう",False,1,0,0,0,0,2,0,0,0,0,2,1
2,"クエストを始めてみよう",True,5,0,0,0,0,6,0,0,0,0,5,1
3,"目的リストを見てみよう",False,60,61,0,0,0,60,62,0,0,0,5,3
4,"マップからクエストの目的地を探してみよう",True,30,31,0,0,0,32,33,0,0,0,5,4
5,"イベントアイテムを使ってみよう",True,65,0,0,0,0,66,0,0,0,0,5,11
6,"オブジェクトへアクションしてみよう",True,70,0,0,0,0,71,0,0,0,0,5,12
7,"敵と戦ってみよう",True,150,151,152,153,0,190,191,192,193,153,4,1
8,"敵から得られる経験値や報酬について",True,1200,0,0,0,0,0,0,0,0,0,4,2
9,"リクエストに応えよう",True,200,0,0,0,0,201,0,0,0,0,5,13
10,"クラスチェンジの方法",True,110,0,0,0,0,0,0,0,0,0,2,8
11,"クエストをコンプリートしよう",False,15,0,0,0,0,16,0,0,0,0,5,5
12,"クエストを受注してみよう",False,10,0,0,0,0,11,0,0,0,0,5,2
13,"デジョンについて",True,25,26,0,0,0,27,28,0,0,0,3,1
14,"メインコマンドとゲーム終了",True,20,21,22,0,0,0,0,0,0,0,2,2
15,"エーテライトとテレポ",True,50,51,52,0,0,0,0,0,0,0,3,2
16,"戦闘不能になった時は",True,90,91,0,0,0,0,0,0,0,0,4,2
17,"リンクシェルについて",True,290,291,0,0,0,0,0,0,0,0,2,11
18,"装備について",True,35,36,0,0,0,37,36,0,0,0,7,1
19,"都市転送網の使い方",True,45,0,0,0,0,0,0,0,0,0,3,3
20,"ショップについて",True,135,136,0,0,0,137,136,0,0,0,6,5
21,"愛蔵品キャビネットについて",True,1320,1321,0,0,0,0,0,0,0,0,7,11
22,"モグレターについて",True,40,41,0,0,0,40,42,0,0,0,2,7
23,"良木を探してみよう",True,890,891,892,0,0,890,893,894,0,0,13,3
24,"採集をしてアイテムを手に入れよう",True,900,901,902,0,0,0,0,0,0,0,13,4
25,"どんなアイテムが採集できるか調べてみよう",True,910,911,912,0,0,0,0,0,0,0,13,5
26,"採集中にモンスターから襲われない方法",True,920,0,0,0,0,0,0,0,0,0,13,10
27,"草刈をしてアイテムを手に入れよう",True,930,931,0,0,0,0,0,0,0,0,13,16
28,"製作手帳の使い方",True,700,701,702,0,0,0,0,0,0,0,12,1
29,"製作をしてみよう",True,710,711,712,713,0,714,711,712,713,0,12,2
30,"品質を上げてみよう",True,720,721,722,0,0,720,723,722,0,0,12,3
31,"装備品が劣化した時は",True,750,751,752,0,0,0,0,0,0,0,7,5
32,"劣化した装備品を自分で直す方法",True,760,761,0,0,0,0,0,0,0,0,7,6
33,"ギルドリーヴの受注方法",True,500,501,0,0,0,0,0,0,0,0,9,1
34,"ギルドリーヴを開始してみよう",True,510,511,512,0,0,513,514,515,0,0,9,2
35,"ギルドリーヴの難易度を変えるには",True,520,521,0,0,0,0,0,0,0,0,9,3
36,"レストエリアの効果",True,170,171,172,173,0,170,171,172,173,0,2,6
37,"アーマリーチェストについて",True,160,161,162,0,0,160,161,163,0,0,7,3
38,"ギアセットの活用方法",True,115,116,0,0,0,0,0,0,0,0,7,4
39,"エモートで気持ちを伝えよう",True,80,81,82,0,0,80,83,0,0,0,2,3
40,"",False,0,0,0,0,0,0,0,0,0,0,0,0
41,"",False,0,0,0,0,0,0,0,0,0,0,0,0
42,"ギルドリーヴの任務遂行",True,530,531,0,0,0,0,0,0,0,0,9,4
43,"ギルドリーヴの報酬を受け取ろう",True,540,0,0,0,0,0,0,0,0,0,9,5
44,"ギルドリーヴの再挑戦をするには",True,550,0,0,0,0,551,0,0,0,0,9,6
45,"討伐手帳の使い方",True,400,401,402,0,0,403,404,405,0,0,4,9
46,"ミニオンの修得",True,940,941,942,943,0,940,944,945,943,0,2,12
47,"マーケットとは",True,800,801,802,0,0,0,0,0,0,0,6,11
48,"ほしいアイテムをマーケットで探そう",True,810,811,812,813,0,0,0,0,0,0,6,12
49,"マーケットでアイテムを買うには",True,820,821,0,0,0,0,0,0,0,0,6,13
50,"マーケットへアイテムを売りに出すには",True,830,831,832,0,0,0,0,0,0,0,6,14
51,"リテイナーとは",True,840,841,0,0,0,0,0,0,0,0,6,21
52,"リテイナーを雇うには",True,850,851,0,0,0,0,0,0,0,0,6,22
53,"リテイナーができること",True,860,861,0,0,0,0,0,0,0,0,6,23
