key,0,1,2,3,4
#,Image,Icon,UnlockCondition,SortKey,Name
int32,Image,Image,BannerCondition,uint16,str
0,0,82092,0,0,"なし"
1,191001,82092,1,1,"なし"
2,191002,82092,1,3,"フェード：ブラック"
3,191003,82092,1,2,"フェード：ホワイト"
4,191004,82092,1,7,"シンプルフレーム：ホワイト"
5,191005,82092,1,5,"メタルフレーム：シルバー"
6,191006,82092,1,4,"メタルフレーム：ゴールド"
7,191007,82092,1,10,"ジャーナル"
8,191008,82092,1,8,"シンプルフレーム：ブラウン"
9,191009,82092,1,9,"シンプルフレーム：ソリッド"
10,191010,82092,1,20,"アンティーク"
11,191011,82092,1,21,"隅飾り"
12,191301,82092,124,2000,"ナイト"
13,191302,82092,125,2001,"戦士"
14,191303,82092,126,2002,"暗黒騎士"
15,191304,82092,127,2003,"ガンブレイカー"
16,191305,82092,128,2004,"白魔道士"
17,191306,82092,129,2005,"学者"
18,191307,82092,130,2006,"占星術師"
19,191308,82092,131,2007,"賢者"
20,191309,82092,132,2008,"モンク"
21,191310,82092,133,2009,"竜騎士"
22,191311,82092,134,2010,"忍者"
23,191312,82092,135,2011,"侍"
24,191313,82092,136,2012,"リーパー"
25,191314,82092,137,2013,"吟遊詩人"
26,191315,82092,138,2014,"機工士"
27,191316,82092,139,2015,"踊り子"
28,191317,82092,140,2016,"黒魔道士"
29,191318,82092,141,2017,"召喚士"
30,191319,82092,142,2018,"赤魔道士"
31,191401,82092,143,3000,"チーム・アストラ"
32,191402,82092,144,3001,"チーム・アンブラ"
33,191403,82092,145,3200,"クリスタルコンフリクト：王者S1"
34,191404,82092,146,3201,"クリスタルコンフリクト：勇者S1"
35,191405,82092,147,3202,"クリスタルコンフリクト：入賞者S1"
36,191406,82092,148,3208,"クリスタルコンフリクト：ブロンズS1"
37,191407,82092,149,3207,"クリスタルコンフリクト：シルバーS1"
38,191408,82092,150,3206,"クリスタルコンフリクト：ゴールドS1"
39,191409,82092,151,3205,"クリスタルコンフリクト：プラチナS1"
40,191410,82092,152,3204,"クリスタルコンフリクト：ダイヤモンドS1"
41,191411,82092,153,3203,"クリスタルコンフリクト：クリスタルS1"
42,191901,82092,154,4000,"コンパニオン特典1"
43,191902,82092,155,4001,"コンパニオン特典2"
44,191701,82092,319,2500,"絶バハムート討滅戦"
45,191702,82092,320,2501,"絶アルテマウェポン破壊作戦"
46,191703,82092,321,2502,"絶アレキサンダー討滅戦"
47,191704,82092,322,2503,"絶竜詩戦争"
48,191412,82092,323,3210,"クリスタルコンフリクト：王者S2"
49,191413,82092,324,3211,"クリスタルコンフリクト：勇者S2"
50,191414,82092,325,3212,"クリスタルコンフリクト：入賞者S2"
51,191415,82092,326,3218,"クリスタルコンフリクト：ブロンズS2"
