key,0,1,2,3,4,5,6,7,8
#,Image,FontColor,,,,UnlockCondition,SortKey,Name,
int32,Image,byte,bool,bool,byte,BannerCondition,byte,uint16,str
0,0,0,True,True,0,0,0,0,"なし"
1,0,0,False,False,0,0,0,0,""
2,193002,1,True,True,0,1,1,1,"無地：ブラック"
3,193003,2,True,True,0,1,1,2,"無地：ホワイト"
4,193004,1,True,True,0,1,1,5,"無地：パープル"
5,193005,1,True,True,0,1,1,6,"グラデーション：TANK"
6,193006,1,True,True,0,1,1,8,"グラデーション：DPS"
7,193007,1,True,True,0,1,1,7,"グラデーション：HEALER"
8,193008,2,True,True,0,1,1,4,"無地：アイボリー"
9,193009,1,True,True,0,1,1,10,"半透明"
10,193010,2,True,True,0,1,1,3,"無地：ベージュ"
11,193011,2,True,True,0,1,1,9,"グラデーション：ピンク"
12,0,0,False,False,0,0,0,0,""
13,0,0,False,False,0,0,0,0,""
14,0,0,False,False,0,0,0,0,""
15,0,0,False,False,0,0,0,0,""
16,0,0,False,False,0,0,0,0,""
17,0,0,False,False,0,0,0,0,""
18,0,0,False,False,0,0,0,0,""
19,0,0,False,False,0,0,0,0,""
20,0,0,False,False,0,0,0,0,""
21,0,0,False,False,0,0,0,0,""
22,0,0,False,False,0,0,0,0,""
23,0,0,False,False,0,0,0,0,""
24,0,0,False,False,0,0,0,0,""
25,0,0,False,False,0,0,0,0,""
26,0,0,False,False,0,0,0,0,""
27,0,0,False,False,0,0,0,0,""
28,0,0,False,False,0,0,0,0,""
29,0,0,False,False,0,0,0,0,""
30,0,0,False,False,0,0,0,0,""
31,0,0,False,False,0,0,0,0,""
32,0,0,False,False,0,0,0,0,""
33,0,0,False,False,0,0,0,0,""
34,0,0,False,False,0,0,0,0,""
35,0,0,False,False,0,0,0,0,""
36,0,0,False,False,0,0,0,0,""
37,0,0,False,False,0,0,0,0,""
38,0,0,False,False,0,0,0,0,""
39,0,0,False,False,0,0,0,0,""
40,0,0,False,False,0,0,0,0,""
41,0,0,False,False,0,0,0,0,""
42,0,0,False,False,0,0,0,0,""
43,0,0,False,False,0,0,0,0,""
44,0,0,False,False,0,0,0,0,""
45,0,0,False,False,0,0,0,0,""
46,0,0,False,False,0,0,0,0,""
47,0,0,False,False,0,0,0,0,""
48,0,0,False,False,0,0,0,0,""
49,0,0,False,False,0,0,0,0,""
50,0,0,False,False,0,0,0,0,""
51,0,0,False,False,0,0,0,0,""
52,193901,1,True,True,0,154,7,4000,"コンパニオン特典1"
53,193902,1,True,True,0,155,7,4001,"コンパニオン特典2"
54,193701,1,True,True,0,319,4,2500,"絶バハムート討滅戦"
55,193702,1,True,True,0,320,4,2501,"絶アルテマウェポン破壊作戦"
56,193703,2,True,True,0,321,4,2502,"絶アレキサンダー討滅戦"
57,193704,1,True,True,0,322,4,2503,"絶竜詩戦争"
58,193966,1,True,True,0,344,3,2310,"友好部族クエスト：オミクロン族"
59,193012,1,True,True,0,1,1,11,"コーヒーブレイク"
60,193013,1,True,True,0,1,1,12,"幾何学模様：サークル"
61,193014,1,True,True,0,347,7,13,"ミュージック"
62,193015,1,True,True,0,1,1,14,"東方風"
63,193962,1,True,True,0,429,3,2306,"友好部族クエスト：ピクシー族"
64,193963,1,True,True,0,430,3,2307,"友好部族クエスト：キタリ族"
65,193964,1,True,True,0,431,3,2308,"友好部族クエスト：ドワーフ族"
66,193965,1,True,True,0,432,3,2309,"友好部族クエスト：アルカソーダラ族"
67,193967,1,True,True,0,433,3,2311,"友好部族クエスト：レポリット族"
68,193705,1,True,True,0,434,4,2504,"絶オメガ検証戦"
69,193710,1,True,True,0,465,4,2354,"ディープダンジョン：オルト・エウレカ1"
70,193711,1,True,True,0,466,4,2355,"ディープダンジョン：オルト・エウレカ2"
71,193712,2,True,True,0,467,3,2251,"クロニクルクエスト：四聖獣奇譚"
72,193713,2,True,True,0,468,8,2340,"無人島開拓1"
73,193714,1,True,True,0,469,8,2341,"無人島開拓2"
74,193960,1,True,True,0,524,3,2303,"友好部族クエスト：コウジン族"
75,193959,1,True,True,0,525,3,2304,"友好部族クエスト：アナンタ族"
76,193961,1,True,True,0,526,3,2305,"友好部族クエスト：ナマズオ族"
77,193715,1,True,True,0,527,3,2250,"時代の終焉"
78,193716,1,True,True,0,523,7,3950,"10周年記念"
79,193717,1,True,True,0,529,8,2342,"世界を釣る者"
80,193718,1,True,True,0,530,8,2343,"太公望への道"
81,193719,1,True,True,0,531,8,2350,"月下の雀士"
82,193956,1,True,True,0,567,3,2300,"友好部族クエスト：バヌバヌ族"
83,193957,1,True,True,0,568,3,2301,"友好部族クエスト：グナース族"
84,193958,1,True,True,0,569,3,2302,"友好部族クエスト：モーグリ族"
85,193723,1,True,True,0,572,3,2252,"ミソロジー・オブ・エオルゼア：ハルオーネ"
86,193724,1,True,True,0,572,3,2253,"ミソロジー・オブ・エオルゼア：メネフィナ"
87,193725,1,True,True,0,572,3,2254,"ミソロジー・オブ・エオルゼア：サリャク"
88,193726,1,True,True,0,572,3,2255,"ミソロジー・オブ・エオルゼア：ニメーヤ"
89,193727,1,True,True,0,572,3,2256,"ミソロジー・オブ・エオルゼア：リムレーン"
90,193728,1,True,True,0,572,3,2257,"ミソロジー・オブ・エオルゼア：オシュオン"
91,193729,1,True,True,0,572,3,2258,"ミソロジー・オブ・エオルゼア：ビエルゴ"
92,193730,1,True,True,0,572,3,2259,"ミソロジー・オブ・エオルゼア：ラールガー"
93,193731,1,True,True,0,572,3,2260,"ミソロジー・オブ・エオルゼア：アーゼマ"
94,193732,1,True,True,0,572,3,2261,"ミソロジー・オブ・エオルゼア：ナルザル"
95,193733,1,True,True,0,572,3,2262,"ミソロジー・オブ・エオルゼア：ノフィカ"
96,193734,1,True,True,0,572,3,2263,"ミソロジー・オブ・エオルゼア：アルジク"
97,0,0,False,False,0,0,0,0,""
98,193720,2,True,True,0,570,4,2600,"クロの空想帳"
99,193721,1,True,True,0,571,4,2601,"ソーチョーの幻想盤"
100,0,0,False,False,0,0,0,0,""
101,0,0,False,False,0,0,0,0,""
102,0,0,False,False,0,0,0,0,""
103,0,0,False,False,0,0,0,0,""
104,0,0,False,False,0,0,0,0,""
105,0,0,False,False,0,0,0,0,""
106,0,0,False,False,0,0,0,0,""
107,0,0,False,False,0,0,0,0,""
108,0,0,False,False,0,0,0,0,""
109,0,0,False,False,0,0,0,0,""
110,0,0,False,False,0,0,0,0,""
